Sentimiento,Regiones
N,Rio de janeiro
N,Rio de janeiro
N,gaby 
N,Centro
N,Cabo frio
N,Paris
N,Complexo do alemo
N,Colombia
N,Belford roxo
N,Entre os 40 milhes
N,Tanque
N,Cachambi
N,Complexo da vu
N,Complexo do lins
N,Guanajuato
N,Leon
N,Colombia
N,Guanajuato
N,Guanajuato
N,Colombia
N,Mexico
P,Venezuela
N,Colombia
N,Colombia
N,Colombia
N,Bolivar
N,Cundinamarca
P,Cundinamarca
P,Colombia
P,Manizales 
P,Atlantico
P,Gozar y hacer gozar
N,Cundinamarca
N,Colombia
N,Antioquia
N,Quito
N,Machala
N,Colombia
N,Ecuador
N,Guayaquil
N,Ecuador
N,Manta
P,Worldwide
P,Cundinamarca
P,Malambo
N,Grl j arias y j hector guidi
N,Venezuela
N,Mirella 
N,Colombia
N,Cundinamarca
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Cundinamarca
N,En twitter
N,Curumani 
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Msnizalez
N,Colombia
N,Colombia
N,Colombiana
N,Colombia
N,Bogota colombia
N,Colombia
N,Antioquia
N,Cundinamarca
N,Colombia
N,Colombia
N,Colombia
N,Cundinamarca
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Valle del cauca
P,Colombia
P,Colombia
P,Cundinamarca
P,Bogota 
N,Estados unidos
P,Cundinamarca
P,Colombia
P,Valledupar
N,55021
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Mexico df
P,Colombia
P,Cundinamarca
P,Loja
P,Colombia
P,Colombia
P,Elbarrioconchavez
P,Rl hcs    rl hcs
P,Venezuela
P,En un lugar de la mancha
P,Barquisimeto edo lara
P,Colombia
N,Colombia
N,Manizales
N,Colombia
N,Ecuador
N,Manizales
N,Guayaquil
N,Ciudad autonoma de buenos aire
N,Buenos aires
N,Cundinamarca
N,Antioquia
N,Ecuador
N,Colombia
P,Buenos aires argentina
P,Colombia
P,Cheesecake caramel
N,Colombia
N,Colombia
N,Bogota 
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,En algun lugar del mundo
N,Colombia
N,Colombia
N,Cundinamarca
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Valledupar
N,Cundinamarca
N,Quito
N,Bogota colombia fusagasuga
N,Colombia
N,Colombia
N,Cundinamarca
N,Colombia
N,Santa marta
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Antioquia
N,Colombia
N,Bogota 
N,Atlantico
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Bielorrusia
N,Colombia
N,Newcastle upon tyne
N,Cundinamarca
N,Colombia
N,Colombia
N,America latina 
N,Colombia
N,Colombia
N,Colombia
N,Valle del Cauca
N,Colombia
N,Colombia
N,Colombia
N,Cundinamarca
N,Florencia
N,Itagui
N,Rionegro ant
N,Colombia
N,Colombia
N,Bogota 
N,Cundinamarca
N,Cundinamarca
N,Colombia
N,Colombia
N,Velez
N,Colombia
N,Valle del Cauca
N,Colombia
N,Mexico
N,Colombia
N,Colombia
N,Cundinamarca
N,Cucuta la perla fronteriza
N,Cundinamarca
N,Ontario
N,Colombia
N,Cundinamarca
N,Cordoba
N,Colombia
N,Barcelona 
N,Cundinamarca
N,Barrancabermeja
N,Colombia
N,Cundinamarca
N,Colombia
N,Colombia
N,Pereira
N,Colombia
N,Colombia
N,Colombia
N,Cundinamarca
N,Norte de Santander
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Cundinamarca
N,Colombia
N,Colombia
N,Nariño
N,Colombia
N,Cundinamarca
N,Colombia
N,Risaralda
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Cundinamarca
N,Colombia
N,Colombia
N,Colombia
N,Bogota dc
N,Colombia
N,Cundinamarca
N,Norte de Santander
N,Colombia
N,Colombia
N,San juan de betulia
N,Colombia
N,Colombia
N,Bahamas
N,Cundinamarca
N,Colombia
N,Antioquia
N,Colombia
N,Colombia
N,Nariño
N,Colombia
N,Cundinamarca
N,Colombia
N,Cundinamarca
N,Colombia
N,Cundinamarca
N,Colombia
N,Cartagena de indias
N,Colombia
N,Cundinamarca
P,Colombia
P,Colombia
P,Colombia
P,Colombia
P,Colombia
P,Colombia
P,Colombia
P,Colombia
N,Colombia
N,Complexo do lins
P,Washington
P,Colombia
N,Valencia
N,Tachira 
N,Cumana
N,Caracas
N,Valencia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Venezuela
N,Maracaibo
N,Caracas
N,Biel
N,Zulia
N,Pueblo libre
N,Colombia
N,Colombia
N,Carabobo
N,Venezuela
N,Meridavenezuela
N,Santa ana del tachira gocho
N,Colombia
N,Caracasvenezuela
N,Colombia
N,Caracas
N,Ccs
N,Colombia
N,Boricuavenezolano
N,Venezuela
N,Merida
N,En todas partes
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Caracas vzla
N,Venezuela
N,Zulia venezuela
N,Venezuela
N,Somewhere over the rainbow
N,Colombia
N,Colombia
N,Colombia
N,Sos 
N,Tierra de libertadores
N,Cualquier lugar del mundo
N,Caracas
N,Colombia
N,Charallave
N,Venezuela
N,Colombia
N,Maracaibo zulia
N,Macuto
N,Tachira
N,Venezuela
N,Colombia
N,Venezuela
N,En un lugar de la mancha
N,Espaa
N,En algun lugar del planeta
N,Colombia
N,Colombia
N,En algun lugar de venezuela
N,Sparsbach
N,Lima 
N,Algun lugar del planeta
N,Caracasvenezuela
N,Colombia
N,Colombia
N,Sranugecehotmailcom
N,Venezuela
N,Venezuela
N,Venezuela
N,Cundinamarca
N,Pies sobre la tierra
N,Venezuela
N,Colombia
N,Colombia
N,Santa ana del tachira gocho
N,Orlando
N,Colombia
N,Puerto ordaz
N,Vzla libre y d venezolanos
N,Donde el viento da la vuelta
N,Por ahi en algun lugar
N,Ciudad guayana
N,Colombia
N,Maracaibo
N,Araure portuguesa
N,Valencia 
N,Loja
N,Merida 
N,Lima
N,Colombia
N,Colombia
N,vnzla 
N,Colombia
N,Guayaquil
N,Puerto ordaz
N,Ccs
N,Maracay
N,Venezuela
N,Colombia
N,Pereira colombia
N,Planeta tierra
N,Venezuela
N,Colombia
N,Colombia
N,Barquisimeto 
N,Quito
N,Cundinamarca
N,Caracas
N,Venezuela
N,Caracas
N,Colombia
N,Maracaibo
N,Colombia
N,Panama
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,5521
P,Team injunadas
P,Paris
N,Ubala
N,Provincia del guavio
P,Colombia
N,Colombia
N,Valle del Cauca
N,Colombia
P,Chile
N,Quito
N,Colombia
N,Quito
N,Quito
N,En el mundo al reves con el corazon a la izquierda
N,Ecuador
N,Colombia
N,Complexo do lins
N,Casa do caralho
P,Abu dhabi
P,Colombia
P,Colombia
P,Colombia
P,Antioquia
P,Colombia
P,Colombia
P,Florida
P,Colombia
P,Colombia
P,Atlantico
N,Colombia
N,Argentina
P,Cali 
N,Cundinamarca
N,Colombia
N,Bogota 
N,Nariño
N,Colombia
N,Venezuela
P,Chile
N,Caracas
N,Colombia
N,Cundinamarca
N,Colombia
N,Ecuador
N,Ecuador
N,Bucaramangabogota 
N,Floridablanca
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Pangea
N,Tibu norte de santander
N,Allyouneedisecuador
N,Colombia
N,Colombia
N,Canada
N,Colombia
P,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Miami
N,Colombia
N,Colombia
N,Colombia
P,Colombia
P,Colombia
N,Colombia
N,Colombia
N,Valle del Cauca
N,Valle del Cauca
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
P,Colombia
P,Colombia
N,Montreal
N,Antioquia
N,Qta macondo en venezuela
N,Colombia
N,Pensando
N,Colombia
N,Colombia
N,Le petit paris
N,Colombia
N,Colombia
N,Curacao
N,Cundinamarca
N,Cundinamarca
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colonia
N,Colombia
N,Colombia
N,Antioquia
N,Atlantico
N,Colombia
N,Colombia
N,Colombia
N,Antioquia
P,Quimicamente periodista 
N,Colombia
N,Valle del Cauca
N,Cundinamarca
N,Colombia
N,Colombia
N, colombia 
N,Santander de quilichao
N,Colombia
N,Jamundi
N,Colombia
N,Sasaima
N,Valle del Cauca
N,Norwood
N,Colombia
N,Canada
N,Colombia
N,Mi hermoso pais colombia
N,Bolivar
N,Cundinamarca
N,Colombia
N,Colombia
N,Cundinamarca
N,Colombia
N,Bolivar
N,Colombia
P,Colombia
N,Colombia
N,Colombia
N,Ut 11001489
N,Colombia
N,Valparaiso
N,
N,Colombia
N,En la sala de mi casa
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Antioquia
N,Colombia
N,Malaysia
N,Honduras
N,Complexo do lins
N,Rjota
N,Miguel couto
P,Colombia
P,Colombia
N,Antioquia
N,Mexico
P,Colombia
P,Santander
N,Los angeles
N,Colombia
N,Colombia
N,Colombia
N,Atlantico
N,Cienaga
N,Cundinamarca
N,Atlantico
N,Colombia
N,Lecheria
N,Heatnation sheerio
N,Macondo 
N,Guadalajara de buga
N,Antioquia
N,Panama
N,Bogota colombia
N,Colombia
N,El cielo
N,Planeta tierra
N,Cundinamarca
N,Colombia
N,Antioquia
N,New york
N,Donde este mi android
P,Bogota 
N,Colombia
N,Colombia
N,Santa rosa de cabal
N,Colombia
N,Cundinamarca
N,Colombia
N,Colombia
N,Colombia
N,Cundinamarca
N,Colombia
N,Colombia
N,Colombia
N,Macara
N,Colombia womenland pda
P,Colombia
P,Colombia
P,Colombia
N,Colombia
N,Colombia
N,Cundinamarca
N,Atlantico
N,Antioquia
N,Cundinamarca
N,Colombia
N,Colombia
N,Plato
N,Colombia
N,Santa marta
N,Santa marta
N,Cundinamarca
N,Colombia
N,Santander
N,30
N,El centro de la mitad del 12
N,Donde haga falta
N,Ahi mismo
N,Loja 
N,Colombia
N,Guayaquil
N,Guayaquil
N,Odebrecht
N,Quito 
N,Colombia
N,Pichincha
N,Colombia
N,Cundinamarca
N,Colombia
N,Cundinamarca
N,Cundinamarca
N,Colombia
N,Colombia
N,Cundinamarca
N,2600 metros mas cerca de las 
N,Panama
N,Colombia
N,Colombia
N,Al
N,Bogota colombia
N,Cundinamarca
N,Colombia
P,Colombia
N,Complexo do lins
N,Colombia
P,San cristobal
P,Aqui
P,Colombia
P,Colombia
P,Colombia
P,El hades venezuela
P,El observatorio
N,Colombia
N,Colombia
N,Colombia
N,Valle del Cauca
N,Bogota 
N,Colombia
N,Cundinamarca
N,Cundinamarca
N,La colombie
N,Colombia
N,Medellin 
N,bogota
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Ut casa blanca
N,Colombia
N,Republica de venezuela
N,En tu cama
N,barbacoas
N,Maracaibo
N,Colombia
N,Valenciavenezuela
N,Venezuela
N,Colombia
N,Colombia
N,Colombia
N,Venezuela
N,Colombia
N,Ut 7788455
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Aragua
N,Caracas
N,Colombia
N,Tampa
N,El caribe democrata
N,Pto ordaz
N,Colombia
N,Colombia
N,En el sebillo
N,Venezuela
N,Puerto cabello
N,Venezuela
N,Colombia
N,Venezuela
N,Colombia
N,Colombia
N,Colombia
N,A la orilla del mar
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Lima
N,Colombia
N,Colombia
N,Florida
N,Ecuador
N,Mound
N,Brasilia
N,San jose
N,Colombia
N,Cundinamarca
N,Uio
N,Colombia
P,Santiago
N,Bogota 
N,Colombia
N,Cundinamarca
N,Bogota dc
N,Miami
P,Paseo de las lomas
P,Madrid
P,Nariño
P,Colombia
N,Cundinamarca
N,Monteria
N,Colombia
N,Colombia
N,Monteria
N,Colombia
N,Colombia
N,Rancagua
N,Venezuela
N,Sorry bae
N,Peru
N,El salvador
N,Lima
N,Colombia
N,M o c h i 
N,Santa cruz 
N,Venezuela
N,Colombia
N,Bolivia
N,Buenos aires
N,Colombia
N,Colombia
N,Quien sabe
N,Bts redvelvet blackpink loona
N,Mexico
N,Huancavelica
N,Santander de quilichao
N,Colombia
N,Colombia
N,Colombia
P,Colombia
N,Atlantico
N,Colombia
N,Colombia
N,Venezuela
N,Punto fijo
N,West palm beach
N,Make argentina great again
N,Colombia
N,Colombia
N,Caracas
N,En algun lugar del planeta
N,Colombia
N,Wwwaskfmfutverdiblanco
N,Valle del Cauca
N,The best place to make a tweet
N,Valle del Cauca
N,Cundinamarca
N,Colombia
N,Valle del cauca
N,Valle del Cauca
N,Colombia
N,Colombia
N,Cundinamarca
N,Con el pueblo
N,Panama city
N,Cundinamarca
N,San andres
N,Miami
N,Colombia
N,Cayambe
N,Venezuela
N,Colombia
N,Colombia
N,Colombia
N,Atlantico
N,Colombia
N,Cundinamarca
N,Colombia
N,Cundinamarca
N,Colombia
N,Cundinamarca
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,London
N,Colombia
N,La gran caracas
N,Cundinamarca
N,Caracas
N,Colombia
P,Arauca
P,Barrancabermeja
P,Cundinamarca
P,Bogota 
N,Cundinamarca
N,Santa maria la ribera
N,Centro de la ciudad de mexico
N,Rio de janeiro
N,Salinas ecuador
N,Coral springs
N,Ecuador
P,Colombia
P,Colombia
P,Colombia
P,Colombia
N,Cundinamarca
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
P,Colombia
N,Colombia
N,Colombia
P,Colombia
N,Rio de janeiro
N,Florencia
P,Colombia
N, 021  zo
N,Colombia
P,Santa fe de bogota
P,Colombia
P,Bogota dc
P,Colombia
P,Rolo
P,Fin del mundo
P,Santiago de cali
P,Cundinamarca
P,Cundinamarca
P,Cundinamarca
P,Cundinamarca
P,Colombia
P,Cundinamarca
P,Colombia
P,Provincia del guavio
N,Cundinamarca
N,Cundinamarca
N,Cundinamarca
N,Colombia
N,Rio de janeiro
N,Rio de janeiro
N,So paulo
N,Honduras
N,Florianopolis
N,Socorro
N,Colombia
N,Complexo do lins
N,So gonalo
N,Colombia
N,Complexo do lins
N,Complexo do bumba 
N,Mesquita
N,Duque de caxias
N,Rio de janeiro
N,Rio de janeiro
N,Na puta q te pariu 
N,Rocha miranda
N,Beverly hills
N,No caralho
N,Colombia
N,Colombiano
N,Blue mountains 
N,Complexo do lins
N,Brasil 
P,Cundinamarca
P,Colombia
P,Colombia
P,Colombia
P,Colombia
P,Colombia
P,Colombia
P,Peru
N,Tuquerres
P,  
N,Colombia
N,Maracay
N,Antioquia
N,Sabaneta
N,Quibdo
P,Santander
N,Colombia
N,Colombia
N,Colombia
N,Cokita island
N,Atlantico
N,Cokita island
N,Cokita island
NEU,Colombia
NEU,Colombia
N,Hell
N,Cundinamarca
N,Cundinamarca
N,Colombia
N,Colombia
N,Colombia
N,Bogota dc
N,Cundinamarca
N,Cundinamarca
N,San salvador
P,Colombia
P,Colombia
P,Santander
P,Colombia
P,Colombia
P,Colombia
P,Colombia
P,Colombia
P,Colombia
P,Colombia
P,Colombia
P,Colombia
P,Colombia
P,Colombia
P,Colombia
P,Colombia
P,Meta 
P,Colombia
P,Sasaima
P,Colombia
P,Colombia
P,Colombia
P,Colombia
P,Cundinamarca
P,Colombia
P,Cundinamarca
P,Valle del Cauca
P,Colombia
P,Cundinamarca
P,Medellin 
P,Yiwu  china
P,Colombia
P,Antioquia
P,Colombia
P,Colombia
P,Colombia
P,Santander
P,Colombia
P,Santa marta
P,Colombia
P,Colombia
P,Cundinamarca
N,Usa
N,Bogota  colombia
N,Colombia
P,Valledupar
P,Valledupar
N,Colombia
N,Colombia
N,Colombia
N,Tunja
P,Rio de janeiro
N,Nariño
N,Colombia
N,El cielo
N,Colombia
N,Colombia
N,Rio de janeiro
N,Complexo do lins
N,jhpelaez 
N,Colombia
P,Cundinamarca
N,labodegadepetro
N,Entre dos tierras
N,Colombia
N,Cundinamarca
N,Colombia
N,Colombia
N,Colombia
N,Rio de janeiro
N,Complexo do lins
N,Santander
N,Ut 46770719
P,Ayacucho
N,San martin de los llanos
N,Colombia
N,Colombia
N,Cundinamarca
N,Colombia
N,Cundinamarca
N,Munich
P,Florida
P,Usa
P,Ncfl
P,Colombia
P,United states
P,Exile
P,Lake nona
P,United states
P,Usa
P,The beautiful midwest
P,The golden state
P,Usa
P,San francisco bay area
P,Texas
P,United states
N,Buenos aires  argentina
N,Colombia
N,Cundinamarca
N,Guayaquil
N,Colombia
N,Colombia
N,Cundinamarca
N,Quimicamente periodista 
P,Cundinamarca
N,Cundinamarca
N,Bogot
N,Colombia
N,Colombia
P,Colombia
N,Cundinamarca
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Cundinamarca
N,Colombia
N,Colombia
N,Colombia
N,El mundo
N,Colombia
N,Colombia
N,Bogota colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Ecuador
N,Colombia
N,Cundinamarca
N,Colombia
N,Tachira
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Bogota colombia
N,Por ahi mismito
N,Santa ana del tachira gocho
N,Colombia
N,Colombia
N,Antioquia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Cundinamarca
N,Colombia
N,Colombia
N,Colombia
N,Cundinamarca
N,Ut 10365053
N,Antioquia
N,Venezuela
N,Atlantico
N,Mar del plata
N,Colombia
N,Venezuela
N,Monterrey nuevo leon
N,Colombia
N,Barcelona
N,Cundinamarca
P,Bolivar
P,Barcelona
N,Colombia
N,Colombia
N,Valledupar
P,Santa marta
N,Boston
N,En el corazon de mi patria
N,En el corazon de mi patria
N,Meta
N,Colombia
N,Colombia
N,Valle del Cauca
N,Turba94roja
N,Colombia
N,Colombia
N,Zapatoca santader
N,Colombia
N,Colombia
N,Monteria cordoba
N,Colombia
N,Colombia
N,Colombia
N,Colombia womenland pda
N,Cundinamarca
P,Bogota dc colombia
N,Colombia
N,Cundinamarca
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
P,Yopal casanare
N,Chiclayo
N,Universidad nacional
N,Cundinamarca
N,Colombia
N,Colombia
N,Cundinamarca
N,Cundinamarca
N,De nuevo en colombia
N,Colombia
N,Santander
N,Santander
N,Valle del Cauca
P,Colombia
N,Colombia
N,Centro oriente de colombia
N,Boyaca 
N,Colombia
N,Cundinamarca
N,Via sucutum venezuela
N,Colombia
N,Colombia
N,Oaxaca
N,Colombia
N,Colombia
N,Venezuela 
N,Guayaquil
N,Orlando
N,El mundo
N,Quito 
N,Montreal
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Antioquia
N,Colombia
N,Cundinamarca
N,Colombia
N,Norte de santander
N,Atlantico
N,Cundinamarca
N,Colombia
N,Colombia
N,Atlantico
N,Yolombo
N,Colombia
N,Venezuela
N,Colombia
N,Granada
N,Melgar colombia
N,Meta
N,Colombia
N,Granada
N,Colombia
N,El llano
N,Colombia
N,Seropedica
N,Rio de janeiro
N,Rio de janeiro
N,Colombia
N,New york
N,Colombia
N,Colombia
N,Complexo do lins
N,Colombia
P,
N,Atlantico
N,Colombia
N,Valle del Cauca
N,Valle del Cauca
N,Colombia
N,Colombia
N,Complexo do lins
N,Colombia
N,Subachoque
N,Colombia
N,Canada
N,Colombia
N,Colombia
N,Colombia
N,Bogota dc
N,Colombia
N,Al lado opuesto
N,Colombia
N,Cundinamarca
N,Cundinamarca
N,Colombia
N,Colombia
N,Colombia
N,Cundinamarca
N,Valle del Cauca
N,Colombia
N,Ciudad autonoma de buenos aire
N,Florencia
N,Behind you
N,Colombia
N,Cundinamarca
N,Colombia
N,Washington dccolombiachile
N,Bogota dc
N,Colombia
N,Bogota d c
N,Colombia
N,Colombia
N,En algun lugar del mundo
N,Cundinamarca
N,Colombia
N,Colombia
N,Chiquinquira
N,Colombia
N,Colombia
N,Candelaria
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Antioquia
N,Santander
N,Colombia
N,Medallo 
N,Colombia
N,Colombia
N,Colombia
N,La republica del bara
N,Cali col
N,Cundinamarca
N,Antioquia
N,Tolima
N,Antioquia
N,Colombia
N,Colombia
N,Antioquia
N,Valledupar
N,Antioquia
N,Colombia
N,Cundinamarca
N,Colombia
N,Colombia
N,Semana de la participacion
N,Antioquia
N,Antioquia
N,Antioquia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Cundinamarca
N,Cundinamarca
P,Colombia
N,Magdalena
N,Santa marta colombia
N,New jersey
N,
N,Cundinamarca
N,Colombia
N,Colombia
N,Antioquia
N,Colombia
N,Us lima mexico df bogota
N,Colombia
P,Antioquia
P,Medellin colombia
N,Colombia
N,An ashamed australian
N,Colombia
N,Atlantico
N,Bogota dc
N,Colombia
P,Colombia
N,Bogota 
N,Cundinamarca
N,Cundinamarca
N,Planeta tierra justo cuando
N,Cundinamarca
N,Cundinamarca
N,Cundinamarca
N,Cundinamarca
N,Cundinamarca
N,Cundinamarca
N,Cundinamarca
N,Bogota 
N,Cundinamarca
N,Cundinamarca
N,Colombia
N,Colombia
N,Cundinamarca
N,Cundinamarca
N,Quilmes
N,Colombia
N,Colombia
N,Argentina
N, colombia 
P,Atlantico
P,Colombia
P,Colombia
P,Cundinamarca
N,Bogota 
N,Constitucion 1886
N,Colombia
N,Tangamandapio
N,Colombia
N,Colombia
N,Colombia
N,De colombia
N,Colombia
N,Col
N,Antioquia
N,Colombia
N,Colombia
N,Facebook
N,Colombia
N,Colombia
N,Colombia
N,Cdmx
N,Cdmx
N,Quito
N,Guayas
N,Ambato
N,Antioquia
N,Colombia
N,Colombia
N,Global
P,Colombia
P,Cundinamarca
P,Armenia
N,Cundinamarca
N,Al norte del sura veces
P,Venezuela
P,Ut 8304516
N,Colombia
N,Colombia
N,Colombia
N,Cundinamarca
N,Cundinamarca
N,Colombia
N,Armenia
N,Colombia
N,Colombia
N,Colombia
N,Rionegro antioquia
N,Cundinamarca
N,Antioquia
N,Colombia
N,Muy lejos de la izquierda
N,Cundinamarca
N,Colombia
N,Santana
N,Colombia
N,Cundinamarca
N,Colombia
N,Ecuador
N,Mantaecuador
N,Quito
N,Guayaquil
N,Ecuador
N,Guayaquil
N,Quito
N,Colombia
N,Colombia
N,Quito
N,Colombia
N,Guayaquil
N,Cuenca
N,Uio 
N,Colombia
N,Samborondon 
N,Quito
N,Colombia
N,Colombia
N,Quito
N,Quito
N,Colombia
N,Quito
N,Colombia
N,Colombia
N,Guayaquil
N,Quito
N,Quito 
N,Colombia
N,Guayaquil
N,Colombia
N,Quito
N,Colombia
N,Colombia
N,Galapagos
N,Guayaquil
N,Quito
N,Bolivar
N,Colombia
N,Colombia
N,Colombia
N,Quito
N,Grantchester meadows
N,Colombia
N,Quito
N,Loja
N,Provence
N,Jinan
N,Quito ecuador
N,Colombia
N,Lejos de ella 
N,Quito 
N,Guayaquil
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Quito
N,Quito
N,Quito
N,Ecuador
N,Colombia
N,Colombia
N,Colombia
N,Kito kon k
N,Colombia
N,Uio
N,Ecuador
N,Guayaquil
N,Jb
N,Ecuador
N,Colombia
N,Quito
N,Guayaquil 
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Ecuador
N,Uio
N,Colombia
N,Guayaquil
N,Colombia
N,Quito 
N,Guayaquil
N,Colombia
N,Colombia
N,Quito
N,Colombia
N,Colombia
N,Colombia
N,Quito
N,Ecuador
N,Guayaqui
N,Guayaquil ecuador
N,Ecuador
N,Colombia
N,Barcelona sc
N,Colombia
N,Portoviejo
N,Ecuador
N,Quito
N,Queens new york 347 639 2174
N,Colombia
N,Colombia
N,Quito
N,Colombia
N,Quito
N,Guayaquil 
N,Manabi 
N,Guayaquil 
N,Colombia
N,Quito
N,Catacocha
N,Quito
N,Morona santiago
N,Guayaquil
N,Ecuador
N,Santiago de chile
N,Azogues
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,La luna piso eight rock house
N,Loja
N,Colombia
N,Colombia
N,Colombia
N,Pichincha
N,Ecuador
N,Colombia
N,Quito
N,Guayaquil
N,Quito
N,Quito
N,Ut 
N,Ecuador
N,Azogues
N,0084775
N,Colombia
N,Guayaquil
N,Bahia de caraquez
N,Ecuador
N,Guayaquil
N,Quito
N,Quito
N,Colombia
N,Colombia
N,Salinas ecuador
N,Quito
N,Orlando
N,Quito 
N,Colombia
N,Sangolquimushuan
N,Colombia
N,En algun lugar del mundo
N,Manabita 
N,Quito
N,Colombia
N,Samborondon
N,Ecuador
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Quito ecuador
N,Ecuador
N,Quito ecuador
N,Colombia
N,Ecuador
N,Ecuador
N,Colombia
N,Marte
N,Portoviejo
N,Cuenca
N,Guayaquil 
N,Guayaquil
N,Quito
N,Ecuador
N,Ecuador 
N,Guayaquil
N,Colombia
N,No recuerdo
N,Guayaquil
N,Guayaquil
N,Mantaecuador
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Manta
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Guayaquil
N,Colombia
N,Riobamba
N,Guayaquil
N,Colombia
N,Cerca de aqui lejos de alla
N,Rosario
N,Tungurahua
N,Guayaquil  ecuador
N,Ecuador
N,Nyc
N,Cuenca ecuador
N,Colombia
N,Quito ecuador
N,Colombia
N,Guayaquil
N,Quito
N,En el lugar de los hechos
N,Quito
N,Guayaquil
N,En el ombligo del mundo
N,Colombia
N,Ecuador
N,Quito
N,Colombia
N,Colombia
N,Ibarra
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Milagro 
N,Guayaquil 
N,Colombia
N,Colombia
N,Quito
N,Ecuador
N,Guayaquil 
N,Quito
N,Cuenca
N,Samborondon
N,Colombia
N,Guayaquil
N,Centro del universo
N,Ni en el norte ni en el sur
N,Quito
N,Quito 
N,Colombia
N,Colombia
N,Colombia
N,Ecuador
N,Colombia
N,Passaic
N,Colombia
N,Ecuador 
N,Colombia
N,Ecuador
N,Gye 
N,Colombia
N,Colombia
N,Provincia de santa elena
N,Colombia
N,Colombia
N,Pvm
N,Colombia
N,Quito 
N,Quito 
N,Machala
N,Colombia
N,Ecuador
N,Guayaquil
N,Quito
N,Colombia
N,Ecuador
N,Colombia
N,Guayaquil ecuador
N,Quito
N,Ecuador
N,Guayaquil
N,Colombia
N,Santa rosa 
N,Colombia
N,Loja ecuador
N,Guayaquil
N,Colombia
N,Ecuador
N,Colombia
N,Colombia
N,Quito
N,Colombia
N,Quito
N,Colombia
N,Colombia
N,Colombia
N,Guayaquil
N,Colombia
N,Colombia
N,Machala 
N,Colombia
N,Planeta tierra
N,Guayaquil ecuador
N,De milagro sigo aqui
N,Colombia
N,Colombia
N,Ecuador
N,Ecuador
N,Colombia
N,Colombia
N,Manabi
N,Colombia
N,Uio
N,Ecuador
N,Gralvillamil playas
N,Ecuador
N,Quito
N,Guayaquil
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Atlantico
N,Quito ecuador
N,Colombia
N,Colombia
N,Caracas
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Quito
N,Colombia
N,Quito
N,Guayaquil 
N,Colombia
N,Quito 
N,Quito
N,Ecuador
N,Colombia
N,Balsas
N,Colombia
N,Quito 
N,Colombia
N,Quito
N,Colombia
N,Guayaquil
N,Ecuador
N,Quito
